,created_at,tweet,frames
1481,2022-02-03 04:36:55+00:00,#makutanoyawajasiriamali. we all need power to excel. #entrepreneurship power does make everything #possible @2156249628893703854 @7654957505941003592 @5483153349103733290 @1702490763664932597,['0']
1482,2022-03-16 12:15:31+00:00,"$tsla $aapl armed black man gerald brevald killed many unarmed homeless. when are we gonna talk about black on all violence? <span class='emoji-bytes' data-emoji-bytes='[240, 159, 134, 153]'></span>",['personal_interaction_observation_of_homelessness']
1483,2022-11-05 10:11:05+00:00,&lt;---- homeless and lives in a random old house but also has like thousands of dollars,['personal_interaction_observation_of_homelessness']
1484,2023-02-04 08:42:01+00:00,@1085694334335172803 @6377003343705987619 obviously had plenty of money for the entry charge and the cake. could have donated to a homeless charity instead and given much needed immediate relief.,"['money_aid_resource_allocation', 'societal_critique']"
1485,2022-02-13 19:13:19+00:00,@1156604234427681949 @4849233346733866428 i guess it's easier to work with the jobless and homeless you created. so basically you created your own supply.,['harmful_generalization']
1486,2022-04-10 14:08:38+00:00,@1528448349407395224 he could have spent his twitter billions on the homeless.,"['money_aid_resource_allocation', 'societal_critique', 'solutions_interventions']"
1487,2022-10-21 17:51:48+00:00,@1800139553457295707 doesn't suck as bad as being homeless in texas.,['personal_interaction_observation_of_homelessness']
1488,2022-09-20 11:41:09+00:00,@1848102178131212322 @2419905161679134668 @7961983387331240937 this huge old block of flats is away from the truly representative area. demolishing it would make hundreds of people homeless.,['solutions_interventions']
1489,2022-10-01 02:47:32+00:00,"@1886555162276512947 i thought floridians hated socialism <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 183]'></span>‍♀️ open your dads mara lardo to the homeless. gfy","['harmful_generalization', 'societal_critique']"
1490,2022-08-08 10:51:20+00:00,@198486753763623688 of course our government sits in their ivory towers and dont know what it’s like to struggle for food housing medicine. put them on the street homeless for a month or two.,['government_critique']
1491,2022-10-26 13:54:30+00:00,@206048340231707409 @3811176366475704878 it is rigged...if we only could check how homeless people ballots voted.....,['government_critique']
1492,2022-04-12 15:37:48+00:00,@218407339166974657 the guy who shot homeless people while they were sleeping was also wearing a gas mask. please cross check your info!!,['harmful_generalization']
1493,2022-12-04 08:24:28+00:00,@2202562091048324758 the homeless song by black sherrif,['0']
1494,2022-08-19 17:44:03+00:00,@2228038483016813750 too busy focusing on the dinghy brigade to worry about uk homeless and the old.,['0']
1495,2022-12-05 16:58:56+00:00,@2348695211306395875 i don't see many homeless people getting on planes,['personal_interaction_observation_of_homelessness']
1496,2022-05-21 06:53:55+00:00,@2457006918376123626 @3975518535705899044 @2934500869250986348 @2260992826853869888 @4398423464992463070 @8123828502876968680 @3910261221427855779 @3571536348258544305 @6610819603160049782 @7519332578689251652 @7606376917480156137 @7121752743817445900 @698030373254190575 @2238641658204269337 at the joek brandon house for homeless girls,['0']
1497,2022-02-06 09:07:56+00:00,@2643353838532623509 @1297734782686701844 @2228038483016813750 i stand corrected. it is actually a woman's homeless shelter.,['personal_interaction_observation_of_homelessness']
1498,2022-04-15 22:02:18+00:00,@2819327992209176314 the streets are full of homeless people and criminals but let's work on social engineering to get more people involved in the woke religion.,"['harmful_generalization', 'deserving_undeserving_of_resources', 'societal_critique']"
1499,2023-01-11 15:19:24+00:00,@2852303109410883810 @3285680844015368093 @78782216049441176 look at shane trying to use buzzwords to sound smart! i suppose you back the guy spraying poor homeless people then? be ashamed.,['government_critique']
1500,2022-08-23 01:27:25+00:00,@3233457889051563575 been saying that. but i'm no one on twitter. politically homeless.,['0']
1501,2022-12-29 05:34:37+00:00,"@3292893365902866797 <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 134]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span>one day i will be homeless if i continue this lol but i know i won't be <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span>",['harmful_generalization']
1502,2022-07-06 15:39:01+00:00,@3422565306106941163 most homeless we ask complain about are not middle class.,['personal_interaction_observation_of_homelessness']
1503,2022-09-17 18:35:29+00:00,@3502626688977907203 @1527158427437792222 @145879517855377518 wow....your so out of your depth! the ignorance you are portraying on homeless people is digusting ! most are ex forces,"['societal_critique', 'solutions_interventions']"
1504,2023-01-13 20:46:29+00:00,@3509174135793948420 bout to buy more wtk and albt later when i get off work. going all in or going homeless. no in between,['harmful_generalization']
1505,2022-08-09 20:11:42+00:00,@3526010711929271186 “he was working at the orphanage for cancer kids on his way to the soup kitchen for the homeless vets when he learned the fbi swat team had handcuffed melania to their gold plated urinal!”,['solutions_interventions']
1506,2022-07-22 06:20:37+00:00,@3714688835077005604 @509083771929678923 @858162731078818471 @1449952301633275083 my friend was homeless most of his childhood. he attended 111 schools &amp; still went 2 college and now has a phd and works in the education space. he’s not an anomaly. again data shows the biggest indicator is well resourced schools. all children regardless of home life can thruve,"['solutions_interventions', 'personal_interaction_observation_of_homelessness']"
1507,2022-11-07 08:12:41+00:00,@3791968831239030426 homeless veterans who have served their country with pride and honour are sleeping in/on card boxes outside so i have absolutely no sympathy. veterans and pensioners first,"['deserving_undeserving_of_resources', 'solutions_interventions', 'personal_interaction_observation_of_homelessness']"
1508,2022-06-25 16:31:28+00:00,@3811176366475704878 what does bill maher know. nothing good. maybe he could help the homeless in california.,"['government_critique', 'solutions_interventions']"
1509,2022-12-30 17:07:04+00:00,@385374556591373328 @8811027072639588656 @5984171254921619549 i mean it's a luxury drink... what do you expect. what i want to know is if 15$ is really not a living wage. i somewhat doubt starbucks is hiring homeless people.,"['government_critique', 'societal_critique']"
1510,2023-02-04 19:13:02+00:00,@415085838663275359 cant even control the homeless how exactly would they even pull such a thing off against armed citizens.,['government_critique']
1511,2023-01-30 02:04:06+00:00,@4349555221342876215 okay deal. homeless or not. we roll with ot,['harmful_generalization']
1512,2023-01-02 09:28:50+00:00,@4372243632849707157 quit rubbing it in. i'm homeless.,['0']
1513,2023-01-20 14:59:32+00:00,@4706184230406880539 @2761547709092836182 reform - you had me. now you've lost me over your statement regarding andrew bridgend.a plolitician with guts and you've just kicked him in them.once again i'm politically homeless.,['0']
1514,2023-02-04 22:20:28+00:00,@4933932258721541726 are they sure that those are people lining up? or are they homeless and that’s their sidewalk?,['personal_interaction_observation_of_homelessness']
1515,2022-02-26 15:01:36+00:00,@4946253823352841240 @1597511187572153940 @8592391220916841274 @6679688181930120261 @140785106081975125 @6379661720263776634 how you know homies life? thats wild to me you know how many homeless poor kids are honor roll students because guess what they dont have shit else to do??!! rather their lives depends on their smarts hence them not having an opportunity to do anything else! fam go somewhere,"['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
1516,2022-04-19 17:04:25+00:00,@4959509316346349262 @7905250114551581399 he wont. he doesnt care about americans. look at the thousands flowing across our borders - look at the americans left behind. look at all the money flowing to ukraine while our vets and homeless suffer,"['government_critique', 'deserving_undeserving_of_resources', 'money_aid_resource_allocation']"
1517,2022-12-10 03:10:27+00:00,@506629085880582158 aaambebkee cynthia you can always crash at mine ok? ur not homeless ok? i fixed one problem l teniye ma baarif shu badna bsewe fiya,['personal_interaction_observation_of_homelessness']
1518,2021-12-22 10:48:15+00:00,@5176837804438200496 i bet joe manchin would help a homeless person on the streets huh!,['solutions_interventions']
1519,2022-08-18 20:35:12+00:00,@5559315939821903330 @6379233658534755364 it's harder to climb the ladder when you're homeless.,['0']
